@relation unbalance2 datasets
@attribute f1 numeric
@attribute f2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11}

@data
174209,381507,2
179427,379874,2
180362,377882,2
177716,372954,2
180354,375606,2
185253,378824,2
176678,382148,2
178890,382088,2
175512,381270,2
182302,383464,2
176186,378991,2
177286,380929,2
184500,380255,2
182604,381674,2
177609,379177,2
183215,383571,2
177916,374878,2
180335,387465,2
185801,379730,2
187138,376837,2
178599,376257,2
179905,379861,2
183286,384425,2
181921,377224,2
179263,381245,2
179338,377336,2
177521,382756,2
172815,377546,2
179505,377441,2
176212,386469,2
179279,380807,2
187805,384897,2
180107,383023,2
184774,381139,2
176488,383907,2
184034,380044,2
174708,381189,2
179115,375023,2
180919,376247,2
181961,382604,2
179607,378847,2
176578,378367,2
176149,380824,2
177716,371500,2
176777,378544,2
178169,376419,2
176994,381186,2
183928,380489,2
180854,375265,2
180896,379777,2
177347,379024,2
180875,381737,2
181021,378133,2
177040,375458,2
176240,379386,2
173881,380965,2
182760,381412,2
176799,381758,2
180148,377067,2
180263,377346,2
180288,377923,2
177982,381740,2
179284,380821,2
179029,381007,2
184268,383628,2
176344,381767,2
179349,379387,2
183372,380846,2
181332,387144,2
176559,384192,2
182508,378840,2
171456,373279,2
178442,378610,2
184958,380918,2
181576,373872,2
182503,384350,2
179706,384436,2
178798,379843,2
182201,378986,2
187327,383097,2
179151,382215,2
184544,380051,2
178295,378079,2
178640,380674,2
182058,386063,2
177147,375137,2
182980,385704,2
174677,373690,2
172345,376601,2
179497,381757,2
181040,383595,2
184033,377686,2
180378,379460,2
183018,377734,2
180761,375227,2
182149,383805,2
176936,378179,2
179758,380072,2
178110,386459,2
179251,381000,2
187263,380644,2
175560,381822,2
180108,380767,2
178985,376103,2
181200,382430,2
185669,380593,2
182885,380008,2
177923,382190,2
175466,380162,2
182682,378544,2
176863,375887,2
177738,381823,2
181472,382625,2
175186,380158,2
184921,380781,2
180325,379750,2
179260,379554,2
182555,379595,2
182549,384766,2
179212,383573,2
183486,379175,2
181162,382444,2
183479,378524,2
180833,377828,2
179396,379555,2
185530,381205,2
177523,377973,2
182002,375672,2
186395,383158,2
178693,378466,2
182007,380273,2
181011,381941,2
178899,380152,2
179989,380070,2
181954,381320,2
187363,382463,2
182803,378466,2
179228,381030,2
173760,381285,2
180788,381189,2
180825,375291,2
177497,383360,2
183192,377046,2
181236,386244,2
181856,378104,2
178463,379155,2
177837,383211,2
178522,375579,2
176488,381108,2
178348,382150,2
182298,381922,2
172868,376999,2
174397,380872,2
180084,376926,2
181039,381044,2
177000,377964,2
181696,380765,2
183981,377831,2
182162,381516,2
175056,377958,2
177690,377089,2
177300,372787,2
178929,381373,2
177877,385258,2
177339,377986,2
186040,385131,2
178947,379314,2
179518,377396,2
180906,380351,2
174522,378168,2
176390,381824,2
181486,377445,2
181111,380518,2
176329,380538,2
183560,380756,2
179789,380880,2
180448,378712,2
180346,375381,2
178261,380890,2
174209,376446,2
179586,383463,2
175051,378536,2
179479,382662,2
180656,385491,2
180626,378995,2
175616,377668,2
181159,383614,2
176172,380614,2
180796,380197,2
181907,380638,2
185055,378180,2
173515,382655,2
182622,378815,2
179487,383442,2
179762,378447,2
178222,384403,2
180740,381009,2
179182,370156,2
178043,379230,2
178297,383794,2
181949,379192,2
181555,378108,2
183480,381760,2
181148,384721,2
179539,382288,2
176400,379996,2
180995,381721,2
179030,381534,2
180700,379503,2
182766,381528,2
178441,379803,2
178475,382055,2
179180,381872,2
180672,375576,2
186441,378923,2
177240,375852,2
184237,380726,2
179319,372765,2
182839,379913,2
180189,383348,2
178311,381204,2
179180,384359,2
183032,380257,2
184006,378708,2
183039,374531,2
178217,388114,2
175924,380507,2
181268,383480,2
181670,381851,2
172055,377987,2
180077,379002,2
186627,372719,2
179404,376774,2
177963,378462,2
176813,377601,2
174273,381717,2
178452,381282,2
180953,378503,2
176889,375961,2
180802,382540,2
182492,379996,2
178124,380864,2
181556,381244,2
181788,379803,2
179865,382240,2
186187,381336,2
175977,379744,2
180870,376737,2
177069,379832,2
177718,382657,2
181394,378853,2
183456,381608,2
180538,382052,2
184126,390892,2
177059,377445,2
181069,379465,2
178321,378479,2
177605,374937,2
171678,379746,2
182404,381264,2
185929,379452,2
181580,380017,2
184352,380113,2
180187,379068,2
176109,376925,2
177241,377461,2
177462,376861,2
183486,382548,2
178481,379767,2
180289,381061,2
175784,377373,2
179421,373126,2
174859,379642,2
177779,381748,2
182402,383838,2
185406,374809,2
181535,381088,2
180307,380530,2
183394,380485,2
182302,379882,2
172256,385344,2
174335,375790,2
177365,380370,2
177237,381114,2
174940,373274,2
177855,381166,2
177055,384293,2
183479,379445,2
178071,378891,2
175965,375015,2
178684,380822,2
177834,383045,2
180829,376127,2
179269,375675,2
175302,377641,2
181835,380486,2
178849,383411,2
178103,381579,2
177306,379472,2
182510,377597,2
179656,380157,2
175090,381204,2
186865,378415,2
178919,380616,2
180857,380936,2
181122,384286,2
175868,384483,2
183862,374524,2
180794,383523,2
180454,378002,2
184271,376298,2
180503,378142,2
174554,377953,2
179949,380978,2
183690,379690,2
183835,376129,2
180837,378988,2
174645,373463,2
183467,385325,2
179819,377957,2
180607,382249,2
184052,382505,2
181274,378068,2
168229,374018,2
174739,374655,2
177382,382277,2
175917,379215,2
180485,383393,2
180481,378576,2
177808,370570,2
183698,376956,2
177508,382254,2
178907,380545,2
177890,385675,2
177165,380807,2
180173,374375,2
175591,387371,2
179013,383277,2
182626,375669,2
182573,380953,2
173846,379245,2
181286,377744,2
178552,374149,2
181425,377163,2
180544,380918,2
179000,378151,2
179958,377299,2
181922,380347,2
182296,388428,2
177629,380536,2
175803,382001,2
178675,378164,2
183226,375422,2
181084,376562,2
181246,381831,2
178601,380012,2
177579,379610,2
186568,383366,2
179667,386515,2
179895,383019,2
179134,378860,2
180220,380970,2
178990,382860,2
176698,379891,2
181559,384792,2
184553,384344,2
180585,381944,2
177647,374868,2
180178,376254,2
183226,377148,2
185639,383860,2
175556,379474,2
180361,386018,2
178630,379484,2
181722,380139,2
180534,379348,2
178139,383854,2
174285,382744,2
176160,380203,2
178082,378234,2
179134,378732,2
183718,379230,2
178120,381955,2
181176,383308,2
182864,385462,2
180733,383340,2
180268,376635,2
178069,382972,2
182660,380664,2
185150,378284,2
181504,379518,2
180972,379643,2
180744,380081,2
183270,380773,2
178954,379469,2
178380,378439,2
181682,384046,2
179031,384456,2
182820,381997,2
175371,379757,2
184194,384894,2
177690,378609,2
180754,379127,2
178520,380031,2
182257,383360,2
175517,379231,2
176625,381391,2
185162,380201,2
176916,380393,2
177792,373555,2
180197,384414,2
177474,382914,2
180464,376711,2
183719,372585,2
180217,385235,2
185459,380732,2
175416,382480,2
179100,381776,2
177236,381025,2
181165,383809,2
176010,381099,2
174436,374079,2
178756,382014,2
174260,378355,2
177160,380326,2
178269,380518,2
174718,380552,2
181783,378424,2
180966,378299,2
178017,376422,2
175597,383011,2
179129,380208,2
179469,381373,2
173129,382569,2
184134,376776,2
181377,376567,2
174455,378891,2
186255,382799,2
179514,377217,2
175341,377169,2
177072,381388,2
180831,381072,2
175447,381298,2
178503,382029,2
179679,383254,2
178656,374401,2
180644,380520,2
177748,380934,2
179208,374567,2
180603,380354,2
172979,382657,2
173934,374608,2
176626,379796,2
180253,378213,2
180641,382289,2
177688,376238,2
184150,376858,2
183583,384432,2
179440,381461,2
190516,385362,2
178845,382613,2
183110,382247,2
179801,380358,2
174546,375296,2
185945,380573,2
176637,380313,2
180233,381617,2
186074,377737,2
182032,380491,2
181173,385523,2
179540,378219,2
180775,380411,2
185977,381157,2
178542,376967,2
179299,381069,2
178559,380522,2
178697,372390,2
179455,386917,2
181957,384523,2
180279,383838,2
177594,382458,2
185224,379445,2
177250,375952,2
178955,378417,2
180253,381607,2
174680,385480,2
176809,376528,2
175909,385467,2
171575,375846,2
186745,383203,2
177690,379540,2
182657,374124,2
180054,387870,2
176856,375889,2
179872,377761,2
181280,378709,2
176386,378457,2
183789,381049,2
183785,381415,2
179692,386552,2
181943,384668,2
176146,382645,2
181808,378112,2
179594,383340,2
185087,379883,2
176973,378789,2
186361,382354,2
180064,376245,2
181409,372573,2
184584,379157,2
183488,377695,2
177230,382408,2
177106,378884,2
177107,384240,2
183399,378689,2
179571,381928,2
178594,381402,2
180261,381260,2
183275,377278,2
179498,380139,2
180978,379700,2
172678,377452,2
177889,378829,2
176627,378142,2
177979,378822,2
177590,377048,2
178665,376028,2
227959,343760,3
229086,349496,3
233164,347898,3
228140,357334,3
234925,350736,3
225695,350751,3
236009,351845,3
230562,349702,3
223149,343560,3
232235,356804,3
222963,350426,3
231079,347609,3
237119,349997,3
229475,354962,3
231540,350642,3
232128,350775,3
228814,348819,3
232595,345461,3
228815,347649,3
232778,347551,3
226844,349909,3
230223,350512,3
229081,349335,3
227539,352054,3
230280,348934,3
225340,350272,3
224815,346751,3
225404,346449,3
227460,348822,3
232664,352861,3
230158,350627,3
233946,351331,3
233121,348078,3
228479,347684,3
225697,351372,3
230088,351410,3
228900,345718,3
233871,345668,3
227680,352965,3
234995,350413,3
230804,349576,3
231469,351339,3
227739,349437,3
226788,350348,3
229443,351417,3
230067,344922,3
225380,349584,3
230349,349916,3
227569,351027,3
231332,351094,3
233087,346397,3
224020,349817,3
227705,346626,3
229143,348800,3
222880,349620,3
221797,352186,3
224645,350927,3
232832,351122,3
235118,346034,3
227983,350148,3
228572,353548,3
230562,343400,3
232576,351712,3
232782,342538,3
237925,349833,3
231495,351403,3
226307,344264,3
237332,353123,3
226844,350324,3
227771,352793,3
232869,351819,3
230555,348653,3
230216,351046,3
230019,349939,3
225764,343634,3
225935,350658,3
224698,350533,3
232390,351574,3
227167,350072,3
224515,349079,3
231507,341698,3
229197,354791,3
225879,346679,3
230918,347825,3
231390,352762,3
231592,348377,3
228071,346663,3
228881,351906,3
228634,349064,3
230520,346523,3
231614,355347,3
235195,349555,3
228055,347370,3
228012,345540,3
229442,348919,3
233672,355254,3
228740,351850,3
232936,347060,3
227674,349132,3
227293,352439,3
235734,355476,3
232721,349864,3
231796,347607,3
230021,350910,3
228103,346251,3
233716,353145,3
233577,347387,3
224428,347487,3
226358,343371,3
228835,346888,3
234693,351281,3
231237,353894,3
234135,353903,3
228175,344743,3
231509,349029,3
228035,349776,3
224070,349361,3
230973,350780,3
230123,350579,3
227591,348121,3
228261,349072,3
227535,347573,3
231646,348010,3
226709,352605,3
231872,346385,3
229078,348773,3
229253,346205,3
227227,351751,3
227354,346309,3
227872,344443,3
227092,345649,3
227766,351493,3
227970,356516,3
225194,347704,3
224481,352044,3
220106,354086,3
231726,353998,3
226918,354770,3
230699,348182,3
228753,353148,3
232649,349496,3
231200,345447,3
234679,349347,3
230753,351191,3
231704,355944,3
228802,352705,3
227108,350505,3
224548,352551,3
225664,347947,3
235568,346433,3
225895,347427,3
231619,346432,3
230216,353113,3
232180,349792,3
229292,346185,3
229134,349261,3
231992,347539,3
228998,348911,3
230764,354558,3
234481,355141,3
231958,347855,3
228119,348634,3
229127,351247,3
234480,350807,3
224357,347828,3
231006,353317,3
234891,346024,3
230036,358017,3
230629,348937,3
233055,351568,3
237298,348508,3
233021,347091,3
228211,353389,3
230018,350123,3
227831,350510,3
230034,350399,3
222287,351420,3
226818,355155,3
231770,352271,3
231512,352314,3
225791,353477,3
231619,352990,3
230635,346445,3
233304,349499,3
230632,344950,3
227019,351532,3
227164,355702,3
226087,354580,3
230754,352973,3
232674,347316,3
228655,347546,3
228977,350463,3
228265,349412,3
223042,352035,3
226006,353736,3
228683,349078,3
231034,349878,3
227331,353179,3
226160,351156,3
226502,344364,3
232519,347699,3
230877,347721,3
230454,345873,3
232468,349676,3
232711,350685,3
228022,354188,3
224552,351677,3
225390,353198,3
232849,347913,3
231489,351162,3
225593,354706,3
228689,347831,3
229797,352098,3
230373,354044,3
229807,346709,3
227372,351273,3
233490,347496,3
228419,348348,3
226998,347604,3
223798,347800,3
225966,348625,3
238717,348238,3
228111,347834,3
234691,352045,3
228353,355091,3
233232,345472,3
228121,348956,3
227752,350850,3
231121,351636,3
230505,353048,3
232196,350633,3
228404,344360,3
231766,352278,3
227787,352605,3
232608,348532,3
232098,349211,3
230939,348260,3
226657,349149,3
224782,346536,3
228102,353548,3
230393,346223,3
225140,348315,3
231623,354324,3
235099,351722,3
228513,348713,3
229541,348613,3
226746,350893,3
229815,352822,3
227211,351980,3
233269,355789,3
232435,347069,3
230737,349507,3
229108,343534,3
235156,351802,3
223176,351628,3
231114,350369,3
232124,344906,3
230144,343527,3
234182,356148,3
227524,345822,3
230192,352965,3
234316,349892,3
227168,349470,3
233985,348478,3
224412,351231,3
229276,349433,3
234516,347090,3
231741,349191,3
229984,349944,3
230815,349665,3
227134,351113,3
225267,350791,3
223401,341429,3
231914,347710,3
223924,349034,3
231247,351617,3
224273,351582,3
231589,351857,3
230870,348890,3
230525,354593,3
228794,347333,3
233973,345768,3
232669,351605,3
226092,352643,3
228352,352889,3
231313,351775,3
228801,352633,3
233398,350837,3
226018,354528,3
231659,354422,3
232291,350520,3
231092,352571,3
230782,353571,3
225710,354290,3
235262,350110,3
229557,353913,3
225996,353040,3
226870,352755,3
225428,353319,3
227044,349367,3
231933,352142,3
228956,353328,3
230603,348669,3
232556,346226,3
227890,351862,3
232395,350872,3
229412,351357,3
229063,349865,3
231044,347441,3
229450,351464,3
228169,352753,3
235377,351455,3
230153,349344,3
230069,349879,3
228722,349155,3
225354,345190,3
233958,351230,3
226956,353037,3
230359,350220,3
230179,348241,3
233630,352448,3
229200,353724,3
227412,351172,3
228212,351374,3
230434,350741,3
229397,348132,3
225346,349951,3
233270,353878,3
228485,349672,3
237976,353020,3
229953,349805,3
229195,351777,3
230271,348078,3
230700,346325,3
231732,342510,3
238307,353134,3
223856,350477,3
226799,351971,3
227837,351581,3
230974,344504,3
228812,350206,3
231779,356266,3
225603,352489,3
233652,349891,3
230838,348611,3
231043,348955,3
226110,350423,3
228117,350395,3
230519,347237,3
227579,348328,3
232579,349367,3
227991,353249,3
227506,352953,3
231478,351100,3
227168,345749,3
233067,351062,3
225213,351986,3
227683,349161,3
236433,346531,3
227314,347323,3
228525,352315,3
230878,349872,3
231126,351318,3
239261,351906,3
234426,352809,3
228397,352851,3
232101,351599,3
234495,352190,3
229844,351140,3
222322,345630,3
229029,352821,3
225892,352886,3
231849,351220,3
229657,349212,3
233317,348545,3
226791,344756,3
233648,350458,3
226325,351543,3
234785,353500,3
230568,349662,3
233773,348859,3
225487,354962,3
232731,355659,3
228121,357338,3
225134,346564,3
233991,346360,3
231299,350642,3
229500,351174,3
230722,352227,3
228469,348299,3
225694,348944,3
223322,348362,3
224572,343256,3
228515,347265,3
232125,350424,3
229668,348659,3
230425,352691,3
228563,351724,3
230989,351040,3
232575,352209,3
227643,356229,3
225992,348807,3
231719,358553,3
227963,355642,3
222998,353279,3
230779,343883,3
231891,348412,3
232224,346078,3
231172,350753,3
229749,346645,3
230390,348655,3
236120,355262,3
230146,346150,3
228888,344078,3
234401,348088,3
233659,349559,3
235401,352692,3
233053,350677,3
231766,349068,3
234396,351178,3
229476,346366,3
229081,350855,3
227452,353007,3
235484,350485,3
237427,354473,3
233217,349275,3
228136,353023,3
226195,345384,3
227148,349857,3
230181,351811,3
225932,346296,3
225095,344864,3
225233,347663,3
231422,349327,3
223549,353624,3
231556,346991,3
231338,353419,3
226661,348850,3
227008,347753,3
228169,348713,3
227984,356520,3
232678,348330,3
229546,354718,3
227307,350000,3
231595,348578,3
233099,352531,3
224543,349831,3
233807,350111,3
226744,351191,3
223850,347887,3
230237,356685,3
233576,350669,3
233870,352925,3
228757,353075,3
232181,347281,3
229608,354594,3
229393,353038,3
233638,348014,3
230755,351068,3
233041,347427,3
231549,354026,3
227961,349712,3
231742,353037,3
229512,350138,3
226126,350456,3
230646,348510,3
229977,348553,3
228342,349243,3
230374,357670,3
227320,352471,3
236017,352369,3
224955,351225,3
225129,357059,3
233324,351771,3
227573,351818,3
227978,347867,3
227982,349739,3
232837,347018,3
230375,351755,3
231572,348051,3
224118,353706,3
224365,352516,3
230692,349861,3
224053,348279,3
236009,346276,3
231013,352778,3
234132,353113,3
224395,349126,3
231683,356788,3
231550,352025,3
233621,352256,3
228899,349963,3
225674,351986,3
227730,347436,3
228336,349531,3
228976,346766,3
229326,346059,3
230803,344298,3
236649,355667,3
227355,343342,3
227889,357199,3
235545,352959,3
237801,344127,3
227682,349484,3
223947,352179,3
231568,347991,3
227773,352281,3
229756,346710,3
229684,350277,3
231020,354896,3
225862,350764,3
230750,353973,3
228680,350074,3
225289,347388,3
229551,351571,3
226692,349838,3
239057,357608,3
230159,347437,3
229688,350280,3
229272,345328,3
229628,355082,3
233849,352463,3
225615,354020,3
227572,348960,3
233203,351738,3
231487,354243,3
229389,349016,3
234280,352219,3
229684,345546,3
233001,349378,3
229990,349623,3
235661,348363,3
232621,345300,3
232061,351111,3
227294,350485,3
228607,351819,3
231217,353169,3
230914,347340,3
225489,350374,3
230875,350544,3
231118,353880,3
224414,352351,3
226359,347170,3
234621,344751,3
228279,347273,3
226422,352754,3
228860,349863,3
233948,349754,3
231356,347943,3
222884,347322,3
228257,351283,3
224968,351882,3
228067,351400,3
223992,349966,3
232115,353890,3
233251,349758,3
232673,350216,3
233161,347234,3
233935,351025,3
227424,349278,3
228390,346630,3
225617,351309,3
223783,350228,3
227042,356191,3
225848,351211,3
230169,351646,3
228814,349326,3
231379,346701,3
227047,345972,3
231075,351172,3
230618,354888,3
224815,350670,3
223805,352380,3
222620,347720,3
227929,350779,3
230265,349196,3
231617,347669,3
226855,352027,3
228657,348983,3
222819,339160,3
235636,356651,3
227511,348811,3
231186,351324,3
224930,348063,3
228442,350337,3
233035,349481,3
226168,349423,3
231577,348789,3
226265,346154,3
232047,348761,3
231561,351082,3
229609,349348,3
235673,355594,3
224919,359231,3
231695,347791,3
235631,347818,3
230983,346785,3
232239,347154,3
229413,349589,3
232788,351366,3
224319,349919,3
226421,345530,3
226553,354456,3
226378,352654,3
237569,347654,3
235472,349801,3
228040,348276,3
231397,349947,3
224770,347464,3
227768,347526,3
229076,350478,3
230966,349144,3
233807,350374,3
231952,349089,3
229937,349538,3
233929,351066,3
229418,347884,3
232071,354567,3
236433,352547,3
226300,340960,3
229112,347826,3
226903,351716,3
225040,352448,3
233131,345825,3
228541,355412,3
224619,349337,3
226762,344948,3
233116,348975,3
232045,348162,3
230356,354977,3
224987,342605,3
228354,347296,3
226957,350913,3
234233,352761,3
227905,344678,3
232692,354574,3
235361,346103,3
234229,347647,3
231966,349106,3
225922,352244,3
237349,352468,3
225821,349598,3
227830,352543,3
229948,348285,3
232361,355183,3
230865,350376,3
227460,343952,3
226855,346841,3
225251,346424,3
228794,346325,3
229089,351988,3
229556,346155,3
228795,349879,3
231592,349777,3
229556,347521,3
228145,350157,3
229124,347702,3
235185,356333,3
230206,345269,3
233356,351170,3
228798,348307,3
227782,349119,3
234406,344996,3
231935,352842,3
228092,350489,3
234351,353882,3
229253,351880,3
229790,347476,3
229841,346140,3
229509,348344,3
230897,351724,3
225475,346071,3
231736,349403,3
222231,342346,3
229946,346897,3
226446,351134,3
231446,352714,3
226806,354057,3
232745,351596,3
227778,350914,3
227019,346624,3
230861,343860,3
228848,353014,3
228335,351526,3
228245,351226,3
232679,352326,3
228442,348466,3
229642,353497,3
228115,352832,3
229442,349036,3
227507,347813,3
231631,350004,3
230837,352189,3
232679,353886,3
230801,353193,3
231034,344148,3
230603,350987,3
234893,340833,3
229599,344929,3
228863,347223,3
230885,350228,3
228733,349692,3
225813,349195,3
228117,353075,3
228237,350193,3
231484,352923,3
231683,349929,3
229342,347057,3
230737,346341,3
227183,353493,3
229690,348660,3
229034,351426,3
232190,350198,3
232732,348625,3
228264,351275,3
223896,346739,3
230192,352915,3
233696,354392,3
233524,356080,3
231983,352325,3
233138,353257,3
227055,352186,3
226025,346430,3
231452,349782,3
229513,351270,3
226250,346029,3
232232,349520,3
234365,345980,3
230825,349257,3
230886,350806,3
230393,351097,3
227763,351927,3
230065,353092,3
232705,349592,3
226386,352663,3
233016,353558,3
233972,349904,3
229727,350321,3
229637,352825,3
234335,350226,3
231498,347863,3
231406,348541,3
229526,347928,3
227419,346331,3
228573,353737,3
231321,343572,3
227098,349420,3
229903,350398,3
227672,350416,3
225760,348904,3
235155,345711,3
232750,348563,3
229348,346701,3
233628,352526,3
230263,348789,3
231493,351646,3
231358,349936,3
230955,348337,3
230042,347690,3
229965,345634,3
227713,347257,3
233726,348449,3
229057,349559,3
229868,351290,3
226606,350385,3
230099,352706,3
234744,350626,3
226482,352868,3
232281,349655,3
225368,348624,3
231695,352734,3
234864,351501,3
230392,350475,3
226347,348216,3
235436,350062,3
226680,346902,3
227872,349181,3
231385,350752,3
231186,355137,3
229757,348585,3
230800,348752,3
231383,350849,3
229466,350407,3
230840,350115,3
228828,350221,3
228355,343387,3
228384,353973,3
230250,351970,3
226806,348361,3
227791,347719,3
229619,347790,3
231131,344829,3
229353,349154,3
229992,353754,3
228008,344881,3
225189,344028,3
228091,349733,3
228127,345571,3
234523,349549,3
233239,347960,3
231612,351520,3
233867,349030,3
230259,350409,3
228201,351143,3
232714,351545,3
227855,351308,3
227531,348830,3
231715,342401,3
228161,350610,3
226705,346747,3
227511,351425,3
227985,345625,3
225663,352788,3
227653,346930,3
231667,348103,3
236846,351937,3
228143,357194,3
231893,347215,3
235629,356193,3
229950,351538,3
228800,347070,3
230664,352471,3
230657,350764,3
227399,348261,3
230360,348661,3
228126,343358,3
226530,349147,3
230375,351707,3
232843,351117,3
231890,349145,3
230006,353352,3
232222,348975,3
233413,352279,3
229555,346313,3
228963,349289,3
232250,351126,3
229974,352267,3
235909,350713,3
225902,350670,3
225277,353480,3
226639,353579,3
230439,348272,3
229816,350720,3
229247,354793,3
232960,350821,3
229518,350051,3
231632,354628,3
235146,353321,3
233662,348299,3
228458,349858,3
237020,347165,3
233074,349525,3
230732,352901,3
226633,345610,3
235385,353753,3
229647,348756,3
229640,347770,3
230093,347698,3
230715,343370,3
236997,350403,3
234277,346803,3
229746,344691,3
235026,350487,3
228888,348040,3
226627,348406,3
228559,350247,3
228080,350325,3
229606,348859,3
229783,349081,3
232613,349010,3
227771,348970,3
233163,347373,3
229031,345789,3
231619,346621,3
235814,352242,3
230430,350060,3
231586,352990,3
227806,353493,3
230734,347670,3
227506,346426,3
229457,344091,3
227762,349112,3
230286,352204,3
227214,354435,3
232710,350510,3
230834,348621,3
225944,350287,3
223804,346795,3
225241,349809,3
227047,349450,3
229965,346100,3
231212,349063,3
226174,351073,3
224331,353916,3
228424,351574,3
224595,355571,3
229242,347742,3
226343,350217,3
231406,349616,3
227979,350262,3
230210,346634,3
226949,349369,3
235486,349556,3
230272,348853,3
229124,348766,3
225805,348768,3
231076,350135,3
226539,353731,3
226307,348438,3
227763,349760,3
227896,344608,3
228033,350389,3
235251,350779,3
232050,348169,3
234289,351594,3
221528,348251,3
229125,349058,3
229526,346399,3
228979,352658,3
235213,347619,3
228364,350176,3
227438,350118,3
231006,352361,3
226063,351932,3
235146,346250,3
233193,354380,3
237370,352541,3
231753,347188,3
230647,346951,3
233917,349103,3
230428,348357,3
229938,353032,3
227015,352907,3
227552,350420,3
229883,353218,3
232093,350555,3
233094,354483,3
227929,353627,3
228505,345859,3
227204,352352,3
226052,350763,3
230925,349401,3
229056,352551,3
234225,349006,3
228636,348083,3
232764,352059,3
228382,349505,3
231428,350444,3
233891,353999,3
229413,348382,3
230688,350829,3
221673,351583,3
228509,346184,3
230632,350387,3
230349,349501,3
235256,351964,3
231077,350932,3
229995,350091,3
231651,347581,3
225912,352497,3
228521,354549,3
231570,351706,3
229263,352586,3
222430,349395,3
232287,348988,3
225673,350136,3
226007,344715,3
231346,355355,3
229232,352851,3
227535,343987,3
225005,345370,3
228032,351614,3
223083,348802,3
231122,350016,3
229762,344935,3
225871,349982,3
229376,350506,3
239288,352927,3
230706,345437,3
231260,353336,3
235092,347169,3
231221,350313,3
230031,354765,3
230229,354206,3
231009,351322,3
233386,353680,3
230951,346469,3
233707,352964,3
229654,352840,3
232616,347023,3
228356,350273,3
232698,359263,3
226284,352655,3
228563,353773,3
228400,351750,3
235704,346927,3
226797,343705,3
226078,349355,3
230843,346888,3
226181,345073,3
226679,349232,3
231482,351508,3
230895,357178,3
234241,348978,3
231204,350405,3
234539,358660,3
232529,346989,3
235150,351311,3
230408,349202,3
223407,353486,3
227954,350147,3
229204,353921,3
230602,351356,3
228522,352237,3
231678,344906,3
230774,347770,3
236155,346452,3
225962,344840,3
230024,352870,3
228851,353170,3
234006,349969,3
231701,347054,3
232551,353541,3
229647,355706,3
232887,352502,3
234821,347895,3
227811,348367,3
227146,351927,3
230223,350218,3
227823,353012,3
233892,347300,3
229132,354747,3
226510,348745,3
230257,347788,3
227515,346055,3
225372,352230,3
231255,349068,3
228216,348959,3
231196,348932,3
233701,347099,3
229855,347757,3
227992,349424,3
231048,356931,3
232790,349094,3
231324,352645,3
229872,347023,3
229778,352725,3
226791,352498,3
229577,352209,3
229871,351156,3
231906,344448,3
232474,349802,3
230679,351960,3
227439,344051,3
225619,348244,3
230287,353797,3
229323,350039,3
230477,354315,3
222552,348191,3
231961,354094,3
230982,350601,3
229713,352105,3
228745,345338,3
231881,345533,3
230696,351606,3
227734,348645,3
230037,344261,3
226980,348272,3
227539,348635,3
234834,347794,3
224092,345486,3
226139,350312,3
238381,351894,3
230300,347505,3
231253,354290,3
234293,348896,3
223862,343154,3
235567,350629,3
233353,352895,3
226690,343699,3
229140,355821,3
231381,349224,3
227262,347137,3
227976,350690,3
228358,348138,3
229530,352941,3
227942,353972,3
231896,351566,3
230298,350012,3
234368,345077,3
227613,347358,3
233060,350375,3
231704,343883,3
232034,346887,3
229712,350442,3
229739,346098,3
225778,347151,3
233710,351319,3
229399,350536,3
231251,350498,3
232355,357916,3
229207,352031,3
230523,347914,3
228623,350015,3
233702,354022,3
227125,355404,3
234116,352566,3
233293,347881,3
234665,352624,3
230907,351879,3
234573,352110,3
229810,349812,3
229499,349264,3
228657,350171,3
231438,348260,3
228688,351739,3
229815,349822,3
229199,354110,3
229326,352279,3
223274,350040,3
229255,354115,3
224598,352192,3
231019,351172,3
232340,347369,3
227795,353972,3
232187,349821,3
231353,349029,3
230039,350099,3
235553,353917,3
232440,350617,3
229902,346414,3
232218,349338,3
232055,347669,3
235326,349677,3
225605,345623,3
232305,351350,3
230644,348980,3
227141,346933,3
224756,347647,3
227183,353716,3
229697,346209,3
231292,351658,3
232131,350745,3
228996,346144,3
229269,350053,3
232135,347302,3
232629,352893,3
233802,352115,3
223998,349032,3
226182,346506,3
230905,348455,3
233324,348765,3
227167,350804,3
229083,353829,3
228558,352243,3
229787,348578,3
228568,343932,3
232395,347924,3
225098,350619,3
236392,347300,3
225688,349553,3
233190,354952,3
233660,355480,3
229473,350501,3
230569,355625,3
228581,351651,3
232483,352479,3
231013,351853,3
230730,348522,3
232719,350889,3
229732,351602,3
233799,354110,3
229926,341902,3
232193,347532,3
230243,354387,3
231629,352214,3
230573,350743,3
231862,351830,3
228673,353590,3
233789,347405,3
228932,351187,3
231163,344198,3
226408,350056,3
234366,350739,3
232676,354232,3
229052,347593,3
227197,351436,3
228806,352888,3
231208,347897,3
231357,351116,3
232135,350367,3
228256,349279,3
230132,348445,3
229470,347863,3
228052,346130,3
232646,348807,3
231139,347188,3
228926,349747,3
228739,354798,3
229911,349059,3
227802,352837,3
227173,351253,3
229778,354227,3
228753,349855,3
229078,349595,3
231415,349665,3
235547,346724,3
227420,356137,3
235918,346102,3
230426,349652,3
227861,348633,3
232054,350437,3
231240,345621,3
228288,352278,3
